,Column_1,Column_2,Column_3
377,HawleyMO,HawleyMO,Tweet
378,SeekerofTruth0,YarnellSheila,Retweet
379,YarnellSheila,YarnellSheila,Tweet
380,YukonCo62720028,Cernovich,Retweet
381,Cernovich,Cernovich,Tweet
382,caminorandy,WayneDupreeShow,Retweet
383,WayneDupreeShow,WayneDupreeShow,Tweet
384,redhead5232,Messi27632373,Reply
385,redhead5232,RSBNetwork,Reply
386,FriendRoseanna,FriendRoseanna,Tweet
387,sleeptech09,seanhannity,Retweet
388,seanhannity,seanhannity,Tweet
389,ERosenquest,AnneRPierce,Retweet
390,AnneRPierce,AnneRPierce,Tweet
391,michaelsobolik,ShaolinTom,Mention
392,michaelsobolik,Newsweek,Mention
393,clrfldcdaughtry,RepFranklin,Retweet
394,RepFranklin,RepFranklin,Tweet
395,ConservaivGenie,ConservaivGenie,Tweet
396,TPInsidr,WayneDupreeShow,Retweet
397,WayneDupreeShow,WayneDupreeShow,Tweet
398,ShiningChar1,Chicago1Ray,Retweet
399,Chicago1Ray,Chicago1Ray,Tweet
400,Bassaces1,BenjySarlin,Retweet
401,BenjySarlin,BenjySarlin,Tweet
402,Wolfie897,meow2u22,Retweet
403,meow2u22,meow2u22,Tweet
404,friendpopkiki1,RepFranklin,Retweet
405,RepFranklin,RepFranklin,Tweet
406,TheBayBee1,seanhannity,Retweet
407,seanhannity,seanhannity,Tweet
408,tjhccp,Thomas1774Paine,Retweet
409,Thomas1774Paine,Thomas1774Paine,Tweet
410,FabChance23,mikepompeo,Retweet
411,mikepompeo,mikepompeo,Tweet
412,bucaneropr,govkristinoem,Retweet
413,govkristinoem,govkristinoem,Tweet
414,tmikie2015,Cernovich,Retweet
415,Cernovich,Cernovich,Tweet
416,1Jodi4444,Thomas1774Paine,Retweet
417,Thomas1774Paine,Thomas1774Paine,Tweet
418,mikememoli,Palazzo_Chigi,Mention
419,mefbama,WayneDupreeShow,Retweet
420,WayneDupreeShow,WayneDupreeShow,Tweet
421,TheCenterStripe,BarnettforAZ,Reply
422,TheCenterStripe,drussel451F,Reply
423,2PhucksGone,Thomas1774Paine,Retweet
424,Thomas1774Paine,Thomas1774Paine,Tweet
425,Alrich39Richard,mikepompeo,Retweet
426,mikepompeo,mikepompeo,Tweet
427,ShaylanaWalker,Cernovich,Retweet
428,Cernovich,Cernovich,Tweet
429,J_Dickson12,govkristinoem,Retweet
430,govkristinoem,govkristinoem,Tweet
431,Paul20044150,govkristinoem,Retweet
432,govkristinoem,govkristinoem,Tweet
433,maier_amsden,eatmetwiter,Reply
434,maier_amsden,brianbeutler,Reply
435,ClantonMiller,HawleyMO,Retweet
436,HawleyMO,HawleyMO,Tweet
437,DaveElderDotCom,DaveElderDotCom,Tweet
438,DonnaSm33883135,Chicago1Ray,Retweet
439,Chicago1Ray,Chicago1Ray,Tweet
440,Gear4Tomorrow,Chicago1Ray,Retweet
441,Chicago1Ray,Chicago1Ray,Tweet
442,HostetterGmail,Thomas1774Paine,Retweet
443,Thomas1774Paine,Thomas1774Paine,Tweet
444,TanyaRoach18,Chicago1Ray,Retweet
445,Chicago1Ray,Chicago1Ray,Tweet
446,MistySu18856335,seanhannity,Retweet
447,seanhannity,seanhannity,Tweet
448,GAGFORTRUMP,seanhannity,Retweet
449,seanhannity,seanhannity,Tweet
450,dawnbuesing,WayneDupreeShow,Retweet
451,WayneDupreeShow,WayneDupreeShow,Tweet
452,JetteBurner,mikepompeo,Retweet
453,mikepompeo,mikepompeo,Tweet
454,FreedomIntruptd,jalen_drummond,Retweet
455,jalen_drummond,jalen_drummond,Tweet
456,Cocoaisadog,mikepompeo,Retweet
457,mikepompeo,mikepompeo,Tweet
458,JohnJspg71,Thomas1774Paine,Retweet
459,Thomas1774Paine,Thomas1774Paine,Tweet
460,GalvezPrimo,govkristinoem,Retweet
461,govkristinoem,govkristinoem,Tweet
462,mcdelle,mikepompeo,Retweet
463,mikepompeo,mikepompeo,Tweet
464,19thHole10,Daniel2Sarah,Reply
465,19thHole10,leslibless,Reply
466,Brynnrothchill,Thomas1774Paine,Retweet
467,Thomas1774Paine,Thomas1774Paine,Tweet
468,joy24543463_joy,votevets,Retweet
469,votevets,votevets,Tweet
470,a_stachybotrys,Cernovich,Retweet
471,Cernovich,Cernovich,Tweet
472,bribabcock406,CawthornforNC,Retweet
473,CawthornforNC,CawthornforNC,Tweet
474,SoniCubed,govkristinoem,Retweet
475,govkristinoem,govkristinoem,Tweet
476,DoubleE07,CuomoWatch,Reply
477,AZ_Patriot_SB,Thomas1774Paine,Retweet
478,Thomas1774Paine,Thomas1774Paine,Tweet
479,ahgourley1,ahgourley1,Tweet
480,KMChiver,cnn,Mention
481,KMChiver,MSNBC,Mention
482,CrissCrosse,Chicago1Ray,Retweet
483,Chicago1Ray,Chicago1Ray,Tweet
484,CosnerKathy,Cernovich,Retweet
485,Cernovich,Cernovich,Tweet
486,peaches10549,Cernovich,Retweet
487,Cernovich,Cernovich,Tweet
488,jpjpgin,RepFranklin,Retweet
489,RepFranklin,RepFranklin,Tweet
490,CharlesFolda,CNNPolitics,Reply
491,HurstDsmith3347,Thomas1774Paine,Retweet
492,Thomas1774Paine,Thomas1774Paine,Tweet
493,emkhere,mikepompeo,Retweet
494,mikepompeo,mikepompeo,Tweet
495,annmarie,annmarie,Tweet
496,SteveMonday12,govkristinoem,Retweet
497,govkristinoem,govkristinoem,Tweet
498,Patrick96952956,Patrick96952956,Tweet
499,avnblogfeed,avnblogfeed,Tweet
500,debby_hoyman,govkristinoem,Retweet
501,govkristinoem,govkristinoem,Tweet
502,thoolou,Chicago1Ray,Retweet
503,Chicago1Ray,Chicago1Ray,Tweet
504,KevinDSamuel,KevinDSamuel,Tweet
505,SoCalValleyGal,SoCalValleyGal,Tweet
506,edupeepy1,HananyaNaftali,Retweet
507,HananyaNaftali,HananyaNaftali,Tweet
508,msunitedam,msunitedam,Tweet
509,beansi50,votevets,Retweet
510,votevets,votevets,Tweet
511,patricia2378,patricia2378,Tweet
512,Cadieux1Cathey,RepMikeGarcia,Retweet
513,RepMikeGarcia,RepMikeGarcia,Tweet
514,cindygracie,StandForAmerica,Retweet
515,StandForAmerica,StandForAmerica,Tweet
516,RathodKh,jihadwatchRS,Retweet
517,jihadwatchRS,jihadwatchRS,Tweet
518,Crash_the_Flash,Cernovich,Retweet
519,Cernovich,Cernovich,Tweet
520,BrownMarelina,Thomas1774Paine,Retweet
521,Thomas1774Paine,Thomas1774Paine,Tweet
522,podcast_kitchen,govkristinoem,Retweet
523,govkristinoem,govkristinoem,Tweet
524,kornegay_danna,WayneDupreeShow,Retweet
525,WayneDupreeShow,WayneDupreeShow,Tweet
526,o0oleedleleeo0o,mikepompeo,Retweet
527,mikepompeo,mikepompeo,Tweet
528,Without_Crust,Thomas1774Paine,Retweet
529,Thomas1774Paine,Thomas1774Paine,Tweet
530,winningatmylife,Cernovich,Retweet
531,Cernovich,Cernovich,Tweet
532,bubbahaas,seancaseyshow,Retweet
533,seancaseyshow,seancaseyshow,Tweet
534,HarryBo96890762,govkristinoem,Retweet
535,govkristinoem,govkristinoem,Tweet
536,LadyBoo72,JeffreyAWillia4,Reply
537,LadyBoo72,MarshaBlackburn,Reply
538,jimmichael720,jimmichael720,Tweet
539,AngelaKorras,billroggio,Retweet
540,billroggio,billroggio,Tweet
541,michaelsobolik,michaelsobolik,Tweet
542,TheKathyHurley,swan4congress,Retweet
543,swan4congress,swan4congress,Tweet
544,Maryell04466305,RepFranklin,Retweet
545,RepFranklin,RepFranklin,Tweet
546,lettywho1,lettywho1,Tweet
547,LoraBethann,HawleyMO,Retweet
548,HawleyMO,HawleyMO,Tweet
549,SeekerofTruth0,YarnellSheila,Retweet
550,YarnellSheila,YarnellSheila,Tweet
551,YukonCo62720028,Cernovich,Retweet
552,Cernovich,Cernovich,Tweet
553,caminorandy,WayneDupreeShow,Retweet
554,WayneDupreeShow,WayneDupreeShow,Tweet
555,redhead5232,Messi27632373,Reply
556,redhead5232,RSBNetwork,Reply
557,FriendRoseanna,FriendRoseanna,Tweet
558,sleeptech09,seanhannity,Retweet
559,seanhannity,seanhannity,Tweet
560,ERosenquest,AnneRPierce,Retweet
561,AnneRPierce,AnneRPierce,Tweet
562,michaelsobolik,ShaolinTom,Mention
563,michaelsobolik,Newsweek,Mention
564,clrfldcdaughtry,RepFranklin,Retweet
565,RepFranklin,RepFranklin,Tweet
566,ConservaivGenie,ConservaivGenie,Tweet
567,TPInsidr,WayneDupreeShow,Retweet
568,WayneDupreeShow,WayneDupreeShow,Tweet
569,ShiningChar1,Chicago1Ray,Retweet
570,Chicago1Ray,Chicago1Ray,Tweet
571,Bassaces1,BenjySarlin,Retweet
572,BenjySarlin,BenjySarlin,Tweet
573,Wolfie897,meow2u22,Retweet
574,meow2u22,meow2u22,Tweet
575,friendpopkiki1,RepFranklin,Retweet
576,RepFranklin,RepFranklin,Tweet
577,TheBayBee1,seanhannity,Retweet
578,seanhannity,seanhannity,Tweet
579,tjhccp,Thomas1774Paine,Retweet
580,Thomas1774Paine,Thomas1774Paine,Tweet
581,FabChance23,mikepompeo,Retweet
582,mikepompeo,mikepompeo,Tweet
583,bucaneropr,govkristinoem,Retweet
584,govkristinoem,govkristinoem,Tweet
585,tmikie2015,Cernovich,Retweet
586,Cernovich,Cernovich,Tweet
587,1Jodi4444,Thomas1774Paine,Retweet
588,Thomas1774Paine,Thomas1774Paine,Tweet
589,mikememoli,Palazzo_Chigi,Mention
590,mefbama,WayneDupreeShow,Retweet
591,WayneDupreeShow,WayneDupreeShow,Tweet
592,TheCenterStripe,BarnettforAZ,Reply
593,TheCenterStripe,drussel451F,Reply
594,2PhucksGone,Thomas1774Paine,Retweet
595,Thomas1774Paine,Thomas1774Paine,Tweet
596,Alrich39Richard,mikepompeo,Retweet
597,mikepompeo,mikepompeo,Tweet
598,ShaylanaWalker,Cernovich,Retweet
599,Cernovich,Cernovich,Tweet
600,J_Dickson12,govkristinoem,Retweet
601,govkristinoem,govkristinoem,Tweet
602,Paul20044150,govkristinoem,Retweet
603,govkristinoem,govkristinoem,Tweet
604,maier_amsden,eatmetwiter,Reply
605,maier_amsden,brianbeutler,Reply
606,ClantonMiller,HawleyMO,Retweet
607,HawleyMO,HawleyMO,Tweet
608,DaveElderDotCom,DaveElderDotCom,Tweet
609,DonnaSm33883135,Chicago1Ray,Retweet
610,Chicago1Ray,Chicago1Ray,Tweet
611,Gear4Tomorrow,Chicago1Ray,Retweet
612,Chicago1Ray,Chicago1Ray,Tweet
613,HostetterGmail,Thomas1774Paine,Retweet
614,Thomas1774Paine,Thomas1774Paine,Tweet
615,TanyaRoach18,Chicago1Ray,Retweet
616,Chicago1Ray,Chicago1Ray,Tweet
617,MistySu18856335,seanhannity,Retweet
618,seanhannity,seanhannity,Tweet
619,GAGFORTRUMP,seanhannity,Retweet
620,seanhannity,seanhannity,Tweet
621,dawnbuesing,WayneDupreeShow,Retweet
622,WayneDupreeShow,WayneDupreeShow,Tweet
623,JetteBurner,mikepompeo,Retweet
624,mikepompeo,mikepompeo,Tweet
625,FreedomIntruptd,jalen_drummond,Retweet
626,jalen_drummond,jalen_drummond,Tweet
627,Cocoaisadog,mikepompeo,Retweet
628,mikepompeo,mikepompeo,Tweet
629,JohnJspg71,Thomas1774Paine,Retweet
630,Thomas1774Paine,Thomas1774Paine,Tweet
631,GalvezPrimo,govkristinoem,Retweet
632,govkristinoem,govkristinoem,Tweet
633,mcdelle,mikepompeo,Retweet
634,mikepompeo,mikepompeo,Tweet
635,19thHole10,Daniel2Sarah,Reply
636,19thHole10,leslibless,Reply
637,Brynnrothchill,Thomas1774Paine,Retweet
638,Thomas1774Paine,Thomas1774Paine,Tweet
639,joy24543463_joy,votevets,Retweet
640,votevets,votevets,Tweet
641,a_stachybotrys,Cernovich,Retweet
642,Cernovich,Cernovich,Tweet
643,bribabcock406,CawthornforNC,Retweet
644,CawthornforNC,CawthornforNC,Tweet
645,SoniCubed,govkristinoem,Retweet
646,govkristinoem,govkristinoem,Tweet
647,DoubleE07,CuomoWatch,Reply
648,AZ_Patriot_SB,Thomas1774Paine,Retweet
649,Thomas1774Paine,Thomas1774Paine,Tweet
650,ahgourley1,ahgourley1,Tweet
651,s_solis44,mikepompeo,Retweet
652,mikepompeo,mikepompeo,Tweet
653,rk55mk,WayneDupreeShow,Retweet
654,WayneDupreeShow,WayneDupreeShow,Tweet
655,OuttaCa,Thomas1774Paine,Retweet
656,Thomas1774Paine,Thomas1774Paine,Tweet
657,beesmom272,Chicago1Ray,Retweet
658,Chicago1Ray,Chicago1Ray,Tweet
659,lisa4me2,RepLeeZeldin,Retweet
660,RepLeeZeldin,RepLeeZeldin,Tweet
661,philoprof,JohnRLottJr,Retweet
662,JohnRLottJr,JohnRLottJr,Tweet
663,Soldier_Joe,anneapplebaum,Reply
664,Soldier_Joe,MaxBoot,Reply
665,Andyhashomes,seanhannity,Retweet
666,seanhannity,seanhannity,Tweet
667,Kimberly_SoFL,NewAbnormal19,Reply
668,dcexaminer,JerryDunleavy,Retweet
669,JerryDunleavy,JerryDunleavy,Tweet
670,scottisatwork,JackPosobiec,Mention
671,Jahovafollower,Chicago1Ray,Retweet
672,Chicago1Ray,Chicago1Ray,Tweet
673,foodie24672473,seanhannity,Retweet
674,seanhannity,seanhannity,Tweet
675,MMMDigits,Cernovich,Retweet
676,Cernovich,Cernovich,Tweet
677,WheelerDuane,Cernovich,Retweet
678,Cernovich,Cernovich,Tweet
679,2020DJTandMRP,Chicago1Ray,Retweet
680,Chicago1Ray,Chicago1Ray,Tweet
681,BarnettforAZ,drussel451F,Reply
682,rd02989,Jereme45,Retweet
683,Jereme45,Jereme45,Tweet
684,zorn17,Cernovich,Retweet
685,Cernovich,Cernovich,Tweet
686,CurtisH21592073,thebigwave2002,Retweet
687,thebigwave2002,thebigwave2002,Tweet
688,MamaB_L,Chicago1Ray,Retweet
689,Chicago1Ray,Chicago1Ray,Tweet
690,daddy_lanky,Cernovich,Retweet
691,Cernovich,Cernovich,Tweet
692,DOCTOW,JohnRLottJr,Retweet
693,JohnRLottJr,JohnRLottJr,Tweet
694,HollisGOP,JeffreyBCozzens,Retweet
695,JeffreyBCozzens,JeffreyBCozzens,Tweet
696,Artmont99,Cernovich,Retweet
697,Cernovich,Cernovich,Tweet
698,TdDeroche,Chicago1Ray,Retweet
699,Chicago1Ray,Chicago1Ray,Tweet
700,JohnECalter,Chicago1Ray,Retweet
701,Chicago1Ray,Chicago1Ray,Tweet
702,87pack,87pack,Tweet
703,TrumpWonUKnowIt,realdonhammed,Retweet
704,realdonhammed,realdonhammed,Tweet
705,K9whisper,keck553,Retweet
706,keck553,keck553,Tweet
707,Kwhopper74,seanhannity,Retweet
708,seanhannity,seanhannity,Tweet
709,WilliamUrtel,Chicago1Ray,Retweet
710,Chicago1Ray,Chicago1Ray,Tweet
711,enordye2,USRepGaryPalmer,Retweet
712,USRepGaryPalmer,USRepGaryPalmer,Tweet
713,jeffislarger,HawleyMO,Retweet
714,HawleyMO,HawleyMO,Tweet
715,FL_RiverRat,seanhannity,Retweet
716,seanhannity,seanhannity,Tweet
717,RThanking,Mike_Pence,Reply
718,vickilb99,Chicago1Ray,Retweet
719,Chicago1Ray,Chicago1Ray,Tweet
720,JamesLennart,ghost_wales,Retweet
721,ghost_wales,ghost_wales,Tweet
722,2016melissa16,mrctv,Retweet
723,mrctv,mrctv,Tweet
724,BigHoopshead,jonkarl,Mention
725,seger57123229,thebigwave2002,Retweet
726,thebigwave2002,thebigwave2002,Tweet
727,rashidaldosari,STEPHMHAMILL,Retweet
728,STEPHMHAMILL,STEPHMHAMILL,Tweet
729,EllenBe13635312,RepFranklin,Retweet
730,RepFranklin,RepFranklin,Tweet
731,PatriciaWilhoit,bennyjohnson,Retweet
732,bennyjohnson,bennyjohnson,Tweet
733,SteveJenks63,Cernovich,Retweet
734,Cernovich,Cernovich,Tweet
735,majord2102,Chicago1Ray,Retweet
736,Chicago1Ray,Chicago1Ray,Tweet
737,Wildharv,kristina_wong,Retweet
738,kristina_wong,kristina_wong,Tweet
739,lauraswaggy93,Cernovich,Retweet
740,Cernovich,Cernovich,Tweet
741,Jim05475652,RepFranklin,Retweet
742,RepFranklin,RepFranklin,Tweet
743,elaine72658,seanhannity,Reply
744,Guardian_Elite,JohnRLottJr,Retweet
745,JohnRLottJr,JohnRLottJr,Tweet
746,gatrworks,Chicago1Ray,Retweet
747,Chicago1Ray,Chicago1Ray,Tweet
748,Supsup06407706,thebigwave2002,Retweet
749,thebigwave2002,thebigwave2002,Tweet
750,QuinHillyer,USRepGaryPalmer,Retweet
751,USRepGaryPalmer,USRepGaryPalmer,Tweet
752,ProTraderAlan,Chicago1Ray,Retweet
753,Chicago1Ray,Chicago1Ray,Tweet
754,Racer21x,HawleyMO,Retweet
755,HawleyMO,HawleyMO,Tweet
756,MichelleMRoque1,Cernovich,Retweet
757,Cernovich,Cernovich,Tweet
758,Buddhabman,deckape_1,Retweet
759,deckape_1,deckape_1,Tweet
760,PatrioticGrams,RepFranklin,Retweet
761,RepFranklin,RepFranklin,Tweet
762,Pomansparadise,dambaivan,Reply
763,Pomansparadise,JoeBiden,Reply
764,Pomansparadise,KamalaHarris,Reply
765,Pomansparadise,harrisonjaime,Reply
766,SteveBr16032572,RepLeeZeldin,Retweet
767,RepLeeZeldin,RepLeeZeldin,Tweet
768,VishwalPatel,billroggio,Retweet
769,billroggio,billroggio,Tweet
770,LordNeocon,LordNeocon,Tweet
771,KnightDallask28,RepFranklin,Retweet
772,RepFranklin,RepFranklin,Tweet
773,WynterLegend,Cernovich,Retweet
774,Cernovich,Cernovich,Tweet
775,StephenGallien,USRepGaryPalmer,Retweet
776,USRepGaryPalmer,USRepGaryPalmer,Tweet
777,patrick_jonah,mikepompeo,Retweet
778,mikepompeo,mikepompeo,Tweet
779,eevans1231,RepLeeZeldin,Retweet
780,RepLeeZeldin,RepLeeZeldin,Tweet
781,vmsalama,vmsalama,Tweet
782,DebraBr13919313,Chicago1Ray,Retweet
783,Chicago1Ray,Chicago1Ray,Tweet
784,D_Moynihan,JohnRLottJr,Retweet
785,JohnRLottJr,JohnRLottJr,Tweet
786,CBrewer,thebigwave2002,Retweet
787,thebigwave2002,thebigwave2002,Tweet
788,Greensheet6,KeithOlbermann,Reply
789,Greensheet6,niblar,Reply
790,Greensheet6,TomJumboGrumbo,Reply
791,McnabbTeddy,billroggio,Retweet
792,billroggio,billroggio,Tweet
793,ICNTOAN,deckape_1,Retweet
794,deckape_1,deckape_1,Tweet
795,NuclearPotato,POTUS,Mention
796,rog43305701,Chicago1Ray,Retweet
797,Chicago1Ray,Chicago1Ray,Tweet
798,wendyp4545,thebigwave2002,Retweet
799,thebigwave2002,thebigwave2002,Tweet
800,RazzSteve,rondonzo101,Retweet
801,rondonzo101,rondonzo101,Tweet
802,terrywi80115981,Chicago1Ray,Retweet
803,Chicago1Ray,Chicago1Ray,Tweet
804,TheSys7em,Chicago1Ray,Retweet
805,Chicago1Ray,Chicago1Ray,Tweet
806,Aliettie,Chicago1Ray,Retweet
807,Chicago1Ray,Chicago1Ray,Tweet
808,93A4Jules,billroggio,Retweet
809,billroggio,billroggio,Tweet
810,jobeaux79,HawleyMO,Retweet
811,HawleyMO,HawleyMO,Tweet
812,JessicaNitti,Cernovich,Retweet
813,Cernovich,Cernovich,Tweet
814,DavidStapleto17,CoryMillsFL,Retweet
815,CoryMillsFL,CoryMillsFL,Tweet
816,KevinRo23303423,seanhannity,Retweet
817,seanhannity,seanhannity,Tweet
818,MamaYiddishe,Chicago1Ray,Retweet
819,Chicago1Ray,Chicago1Ray,Tweet
820,ftwitty3,Cernovich,Retweet
821,Cernovich,Cernovich,Tweet
822,LangeAS,BrianMastFL,Retweet
823,BrianMastFL,BrianMastFL,Tweet
824,zekeshelton2,billroggio,Retweet
825,billroggio,billroggio,Tweet
826,blankenshipb,Cernovich,Retweet
827,Cernovich,Cernovich,Tweet
828,TexasGirl0620,Chicago1Ray,Retweet
829,Chicago1Ray,Chicago1Ray,Tweet
830,5_Star_Apps,AMPFEST_USA,Retweet
831,AMPFEST_USA,AMPFEST_USA,Tweet
832,Silentm89230801,Chicago1Ray,Retweet
833,Chicago1Ray,Chicago1Ray,Tweet
834,Mangles08947177,NikkiHaley,Retweet
835,NikkiHaley,NikkiHaley,Tweet
836,BrianCreegan88,Cernovich,Retweet
837,Cernovich,Cernovich,Tweet
838,jes41947,Cernovich,Retweet
839,Cernovich,Cernovich,Tweet
840,SGMBillBall,DineshDSouza,Retweet
841,DineshDSouza,DineshDSouza,Tweet
842,A_Candle_Lit,HawleyMO,Retweet
843,HawleyMO,HawleyMO,Tweet
844,hthr_kln,bennyjohnson,Retweet
845,bennyjohnson,bennyjohnson,Tweet
846,SundaeMonday3,Chicago1Ray,Retweet
847,Chicago1Ray,Chicago1Ray,Tweet
848,top_cat_fitness,Chicago1Ray,Retweet
849,Chicago1Ray,Chicago1Ray,Tweet
850,jgshidden,Cernovich,Retweet
851,Cernovich,Cernovich,Tweet
852,lee_hornbaker,FoxNews,Reply
853,Mangles08947177,ForeignPolicy,Retweet
854,ForeignPolicy,ForeignPolicy,Tweet
855,NJSnowPatriot,billroggio,Retweet
856,billroggio,billroggio,Tweet
857,skippytaytay,billroggio,Retweet
858,billroggio,billroggio,Tweet
859,malcolmsmith24,malcolmsmith24,Tweet
860,Silentm89230801,Cernovich,Retweet
861,Cernovich,Cernovich,Tweet
862,nics_wic,Cernovich,Retweet
863,Cernovich,Cernovich,Tweet
864,masonbo,Chicago1Ray,Retweet
865,Chicago1Ray,Chicago1Ray,Tweet
866,Oriana88797603,Cernovich,Retweet
867,Cernovich,Cernovich,Tweet
868,ShawnQuinn83,billroggio,Retweet
869,billroggio,billroggio,Tweet
870,2Sherryazar1956,Chicago1Ray,Retweet
871,Chicago1Ray,Chicago1Ray,Tweet
872,twidjot,DineshDSouza,Retweet
873,DineshDSouza,DineshDSouza,Tweet
874,jrsmith695,seanhannity,Retweet
875,seanhannity,seanhannity,Tweet
876,NewsMasters2,Cernovich,Retweet
877,Cernovich,Cernovich,Tweet
878,billroggio,billroggio,Tweet
879,crkleffner,RepFranklin,Retweet
880,RepFranklin,RepFranklin,Tweet
881,JohnMbafor,seanhannity,Retweet
882,seanhannity,seanhannity,Tweet
883,TheTautologist,Cernovich,Retweet
884,Cernovich,Cernovich,Tweet
885,AbdmullLisa,Chicago1Ray,Retweet
886,Chicago1Ray,Chicago1Ray,Tweet
887,djonesfarm,Cernovich,Retweet
888,Cernovich,Cernovich,Tweet
889,BenDIsrael1,ForeignPolicy,Retweet
890,ForeignPolicy,ForeignPolicy,Tweet
891,geraldbullvevo,Cernovich,Retweet
892,Cernovich,Cernovich,Tweet
893,MRicardoMu,Cernovich,Retweet
894,Cernovich,Cernovich,Tweet
895,PC72180199,Chicago1Ray,Retweet
896,Chicago1Ray,Chicago1Ray,Tweet
897,Charles_Notes,Cernovich,Retweet
898,Cernovich,Cernovich,Tweet
899,stevesmithsnoq,RepFranklin,Retweet
900,RepFranklin,RepFranklin,Tweet
901,stevesmithsnoq,Cernovich,Retweet
902,Cernovich,Cernovich,Tweet
903,j80251056,BrianMastFL,Retweet
904,BrianMastFL,BrianMastFL,Tweet
905,Democracys_Dead,Cernovich,Retweet
906,Cernovich,Cernovich,Tweet
907,Kirk4Defiance,razingarizona,Retweet
908,razingarizona,razingarizona,Tweet
909,mdubowitz,ForeignPolicy,Retweet
910,ForeignPolicy,ForeignPolicy,Tweet
911,kk131066,kk131066,Retweet
912,kk131066,kk131066,Tweet
913,FhScott,Cernovich,Retweet
914,Cernovich,Cernovich,Tweet
915,nolibtards9,Chicago1Ray,Retweet
916,Chicago1Ray,Chicago1Ray,Tweet
917,PierreM80827080,TheNickPaschal,Reply
918,jsbrown17,HawleyMO,Retweet
919,HawleyMO,HawleyMO,Tweet
920,RCX50339963,HouseGOP,Mention
921,EllenMoser10,Cernovich,Retweet
922,Cernovich,Cernovich,Tweet
923,davereaboi,Cernovich,Retweet
924,Cernovich,Cernovich,Tweet
925,Expat_Matt,razingarizona,Retweet
926,razingarizona,razingarizona,Tweet
927,kk131066,kk131066,Retweet
928,kk131066,kk131066,Tweet
929,redback1gc,Chicago1Ray,Retweet
930,Chicago1Ray,Chicago1Ray,Tweet
931,donnies12,Chicago1Ray,Retweet
932,Chicago1Ray,Chicago1Ray,Tweet
933,avendsora4,Cernovich,Retweet
934,Cernovich,Cernovich,Tweet
935,winston_smiff,Cernovich,Retweet
936,Cernovich,Cernovich,Tweet
937,greengrass2019,mikepompeo,Retweet
938,mikepompeo,mikepompeo,Tweet
939,stephen9626,stephen9626,Tweet
940,EdgarJFriendly,Cernovich,Retweet
941,Cernovich,Cernovich,Tweet
942,CandyCa47797626,DanielTurnerPTF,Retweet
943,DanielTurnerPTF,DanielTurnerPTF,Tweet
944,TraceyAynn,mikepompeo,Retweet
945,mikepompeo,mikepompeo,Tweet
946,MAXWELLSMART86D,Cernovich,Retweet
947,Cernovich,Cernovich,Tweet
948,kk131066,kk131066,Retweet
949,kk131066,kk131066,Tweet
950,NotDumb0911,HawleyMO,Retweet
951,HawleyMO,HawleyMO,Tweet
952,Tracinski,razingarizona,Retweet
953,razingarizona,razingarizona,Tweet
954,retrogr35664579,Cernovich,Retweet
955,Cernovich,Cernovich,Tweet
956,jfrosado,Cernovich,Retweet
957,Cernovich,Cernovich,Tweet
958,ReturnOfTheFleX,Cernovich,Retweet
959,Cernovich,Cernovich,Tweet
960,aplunk1,HawleyMO,Retweet
961,HawleyMO,HawleyMO,Tweet
962,titowrestling,pmajeski,Reply
963,SCHFlood,HdxSoldier,Reply
964,arnetha,Cernovich,Retweet
965,Cernovich,Cernovich,Tweet
966,dave_delion,seanhannity,Retweet
967,seanhannity,seanhannity,Tweet
968,LFeighAmerica,Cernovich,Retweet
969,Cernovich,Cernovich,Tweet
970,iFightWithTools,razingarizona,Reply
971,Ruby44406956,Cernovich,Retweet
972,Cernovich,Cernovich,Tweet
973,randybrewer1955,Kat29Kat290,Retweet
974,Kat29Kat290,Kat29Kat290,Tweet
975,kk131066,kk131066,Retweet
976,kk131066,kk131066,Tweet
977,DebugOurSystem,Cernovich,Retweet
978,Cernovich,Cernovich,Tweet
979,yronladi,Cernovich,Retweet
980,Cernovich,Cernovich,Tweet
981,minnie_az,seanhannity,Retweet
982,seanhannity,seanhannity,Tweet
983,cm_boltsfan,seanhannity,Retweet
984,seanhannity,seanhannity,Tweet
985,Snyman12,JeffreyBCozzens,Retweet
986,JeffreyBCozzens,JeffreyBCozzens,Tweet
987,barbararharmon,Cernovich,Retweet
988,Cernovich,Cernovich,Tweet
989,Dimitri2020LLC,hale_razor,Retweet
990,hale_razor,hale_razor,Tweet
991,kk131066,kk131066,Retweet
992,kk131066,kk131066,Tweet
993,wv317537,wv317537,Tweet
994,hj20176,seanhannity,Retweet
995,seanhannity,seanhannity,Tweet
996,Mary26041,MarriedToBooker,Retweet
997,MarriedToBooker,MarriedToBooker,Tweet
998,AresofRome,Cernovich,Retweet
999,Cernovich,Cernovich,Tweet
1000,Crash_the_Flash,HawleyMO,Retweet
1001,HawleyMO,HawleyMO,Tweet
1002,lisaannwersing1,Chicago1Ray,Retweet
1003,Chicago1Ray,Chicago1Ray,Tweet
1004,DannyDrause,realdonhammed,Retweet
1005,realdonhammed,realdonhammed,Tweet
1006,MatthewTrott3,seanhannity,Retweet
1007,seanhannity,seanhannity,Tweet
1008,birdgirl8888,BernieTulsi2020,Reply
1009,birdgirl8888,john_romanello,Reply
1010,birdgirl8888,oliverdarcy,Reply
1011,ShotaroG,seanhannity,Retweet
1012,seanhannity,seanhannity,Tweet
